link,title,date,subhead,alert_text,scraped_at,category,on_or_off_campus
https://alert.umd.edu/alerts/umd-community-advisory-11172022,UMD Community Advisory 11/17/2022,"November 17, 2022","**Community Advisory**
The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.
INCIDENT:                 Off-Campus Indecent Exposure
OCCURRED:              November 16, 2022 (Wednesday)/ Approximately 2:38 p.m.
LOCATION:               College Avenue at Princeton Avenue, College Park, Maryland
PGPD CASE #:           22111600001690
BRIEF DETAILS:","**Community Advisory**

The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.

INCIDENT: Off-Campus Indecent Exposure

OCCURRED: November 16, 2022 (Wednesday)/ Approximately 2:38 p.m.

LOCATION: College Avenue at Princeton Avenue, College Park, Maryland

PGPD CASE #: 22111600001690

BRIEF DETAILS:

On November 17, 2022, at approximately 2:19 p.m., the University of Maryland Police Department received notification from the Prince George’s County Police Department, who confirmed through their investigation that the information below is correct.

On November 16, 2022, at approximately 2:46 p.m., the University of Maryland Police Department was notified of an off-campus indecent exposure that occurred at approximately 2:38 p.m.. A woman reported to police that she walked past a vehicle at the intersection of College Avenue and Princeton Avenue. Inside the vehicle she saw a man who exposed himself. The vehicle then left the area. The vehicle is described as navy-blue Audi sedan with Maryland tags.

The Prince George's County Police Department is investigating this incident.

Individuals with any information regarding this incident or the possible identity of the suspect are encouraged to contact the Prince George’s County Police Department (911 or 301-352-1200).

When available for release, additional information, including updated descriptions of suspect, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/

Safety Tips:

If you observe suspicious activity or behavior, contact the police immediately by calling 911 or 301-405-3333.

Stay alert and attuned to people and circumstances around you. Trust your instincts. They are a natural gift that tells you when something is wrong.

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

See Something, Say Something!

Be Smart, Be Safe!



Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333/ 911

UMD Guardian (Mobile Campus Safety App)

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

helpcenterumd.org

Counseling Center

301-314-7651

http://counseling.umd.edu/

Campus Advocates Respond and Educate to Stop Violence (CARE)

301-741-3442

http://www.health.umd.edu/care

Health Center

301-314-8180

http://www.health.umd.edu/

Office of Civil Rights and Sexual Misconduct

301-405-1142

TitleIXcoordinator@umd.edu

http://www.umd.edu/ocrsm/

UMD Alerts

https://alert.umd.edu

Sent by email via UMD Alerts to UMD Students/Faculty/Staff",2024-07-13T21:30:03.693038+00:00,indecent_exposure,off_campus
https://alert.umd.edu/alerts/umd-community-advisory-campus-indecent-exposure-0,UMD Community Advisory: Off-Campus Indecent Exposure,"November 17, 2022","UMD Community Advisory: Off-Campus Indecent Exposure
        

        
        
        
            
            
            
            
            
                 **Community Advisory**
The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.","**Community Advisory**

The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.

INCIDENT: Off-Campus Indecent Exposure

OCCURRED: November 16, 2022 (Wednesday)/ Approximately 2:38 p.m.

LOCATION: College Avenue at Princeton Avenue, College Park, Maryland

PGPD CASE #: 22111600001690

BRIEF DETAILS:

On November 17, 2022, at approximately 2:19 p.m., the University of Maryland Police Department received notification from the Prince George’s County Police Department, who confirmed through their investigation that the information below is correct.

On November 16, 2022, at approximately 2:46 p.m., the University of Maryland Police Department was notified of an off-campus indecent exposure that occurred at approximately 2:38 p.m.. A woman reported to police that she walked past a vehicle at the intersection of College Avenue and Princeton Avenue. Inside the vehicle she saw a man who exposed himself. The vehicle then left the area. The vehicle is described as navy-blue Audi sedan with Maryland tags.

The Prince George's County Police Department is investigating this incident.

Individuals with any information regarding this incident or the possible identity of the suspect are encouraged to contact the Prince George’s County Police Department (911 or 301-352-1200).

When available for release, additional information, including updated descriptions of suspect, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/

Safety Tips:

If you observe suspicious activity or behavior, contact the police immediately by calling 911 or 301-405-3333.



Stay alert and attuned to people and circumstances around you. Trust your instincts. They are a natural gift that tells you when something is wrong.

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

See Something, Say Something!



Be Smart, Be Safe!



Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333/ 911

UMD Guardian (Mobile Campus Safety App)

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

helpcenterumd.org",2024-07-13T21:30:03.693038+00:00,indecent_exposure,off_campus
https://alert.umd.edu/alerts/umd-safety-notice-10312022,UMD Safety Notice 10/31/2022,"October 31, 2022","INCIDENT:                Robbery (No Weapon)
OCCURRED:             October 31, 2022 (Monday)/ Approximately 2 p.m.
LOCATION:               Sidewalk of Regents Drive (in front of Annapolis Hall), College Park, Maryland
UMPD CASE #:         2022-83336
BRIEF DETAILS:
On October 31, 2022, at approximately 3:34 p.m., the University of Maryland Police Department was notified of a robbery (no weapon) that occurred at approximately 2 p.m., today.","INCIDENT: Robbery (No Weapon)

OCCURRED: October 31, 2022 (Monday)/ Approximately 2 p.m.

LOCATION: Sidewalk of Regents Drive (in front of Annapolis Hall), College Park, Maryland

UMPD CASE #: 2022-83336

BRIEF DETAILS:

On October 31, 2022, at approximately 3:34 p.m., the University of Maryland Police Department was notified of a robbery (no weapon) that occurred at approximately 2 p.m., today.

A man (student) reported to police that he was walking on the sidewalk along Regents Drive, in front of Annapolis Hall, when a man approached him. The man asked the student for money to purchase an item from a local establishment. The student retrieved money from his wallet with the intent of giving the man a specific amount of cash. As the student was removing cash from his wallet, the suspect took a larger bill and began to walk away. The victim followed the suspect and asked for his money back. The suspect then verbally threatened the victim if he didn’t leave him alone. The suspect was last seen walking towards Annapolis Hall.

Photos of the suspect can be seen here.

The University of Maryland Police Department, Criminal Investigations Unit is investigating this incident.

Anyone with any information regarding this incident and/or the possible identity of the suspect, are encouraged to contact police at 301-405-3555. Individuals wishing to remain anonymous may email http://www.umpd.umd.edu/contact/anonymous_tip.cfm .

When available for release, additional information, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/home

Safety Tips:

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

Stay alert and attuned to people and circumstances around you.

Trust your instincts. They are a natural gift that tells you when something is wrong.

If you observe suspicious activity or behavior, contact the police immediately by calling #3333 from a mobile phone or 301-405-3333.

See Something, Say Something!

Be Smart, Be Safe!

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333/ #3333 from a mobile phone/ 911

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

UMD Police Walking Escort

Non-Emergency: 301-405-3555

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

https://helpcenterumd.org/

Counseling Center

301-314-7651

http://counseling.umd.edu/

CARE Office (Free & Confidential resource for those impacted by Sexual & Relationship Violence)

301-741-3442

http://www.health.umd.edu/care

Health Center

301-314-8180

http://www.health.umd.edu/

Office of Civil Rights and Sexual Misconduct (OCRSM)

301-405-1142

TitleIXcoordinator@umd.edu

https://ocrsm.umd.edu/

UMD Alerts

https://alert.umd.edu

Sent by email via UMD Alerts to UMD Students/Faculty/Staff",2024-07-13T21:30:03.693038+00:00,robbery,on_campus
https://alert.umd.edu/alerts/umd-community-notice-10302022,UMD Community Notice 10/30/2022,"October 30, 2022","**Community Notice**
The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.
INCIDENT:                 Off-Campus 4th Degree Sex Offense (Unlawful Touching)
OCCURRED:              October 29, 2022 (Saturday)/ Between 1 a.m. and 2:30 a.m.
LOCATION:               Baltimore Avenue and Knox Road, College Park, Maryland
PGPD CASE #:           22-0052620
BRIEF DETAILS:
On October 30, 2022, at approximately 11:54 a.m., the University of Maryland Police Department received notification from the Prince George’s County Police Department, who confirmed through their investigation that the information below is correct.","**Community Notice**

The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.

INCIDENT: Off-Campus 4th Degree Sex Offense (Unlawful Touching)

OCCURRED: October 29, 2022 (Saturday)/ Between 1 a.m. and 2:30 a.m.

LOCATION: Baltimore Avenue and Knox Road, College Park, Maryland

PGPD CASE #: 22-0052620

BRIEF DETAILS:

On October 30, 2022, at approximately 11:54 a.m., the University of Maryland Police Department received notification from the Prince George’s County Police Department, who confirmed through their investigation that the information below is correct.

On October 29, 2022, at approximately 11:24 a.m., the University of Maryland Police Department was notified of an off-campus 4th degree sex offense (unlawful touching) that occurred between 1 a.m. and 2:30 a.m., on October 29, 2022.

A woman reported to the Prince George’s County Police Department that she was in the area of Baltimore Avenue and Knox Road, when a man she didn’t know, approached her and attempted to engage in conversation with her. After she told the man to leave her alone, the man started to walk away but then walked back up to her, touched her inappropriately and left.

The woman describes the suspect as an Indian male, approximately in his 40s, between 5’11” to 6’0” in height and weighing between 165 and 180 pounds. The suspect has a black beard and a medium build. He was wearing, possibly blue jeans and a black jacket.

The Prince George's County Police Department is investigating this incident.

Individuals with any information regarding this incident or the possible identity of the suspect are encouraged to contact the Prince George’s County Police Department (911 or 301-352-1200).

When available for release, additional information, including updated description of suspect, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/

Safety Tips:

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

Stay alert and attuned to people and circumstances around you.

Trust your instincts. They are a natural gift that tells you when something is wrong.

If you observe suspicious activity or behavior, contact the police immediately by calling 911 or 301-405-3333.

See Something, Say Something!

Be Smart, Be Safe!



Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333/ 911

UMD Guardian (Mobile Campus Safety App)

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

helpcenterumd.org

Counseling Center

301-314-7651

http://counseling.umd.edu/

Campus Advocates Respond and Educate to Stop Violence (CARE)

301-741-3442

http://www.health.umd.edu/care

Health Center

301-314-8180

http://www.health.umd.edu/

Office of Civil Rights and Sexual Misconduct

301-405-1142

TitleIXcoordinator@umd.edu

http://www.umd.edu/ocrsm/

UMD Alerts

https://alert.umd.edu

Sent by email via UMD Alerts to UMD Students/Faculty/Staff",2024-07-13T21:30:03.693038+00:00,other,off_campus
https://alert.umd.edu/alerts/umd-community-advisory-10252022,UMD Community Advisory 10/25/2022,"October 25, 2022","**Community Advisory**
The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.
INCIDENT:                 Off-Campus Indecent Exposure
OCCURRED:              October 25, 2022 (Tuesday)/ Approximately 1 p.m.
LOCATION:               Yale Avenue at Lehigh Road, College Park, Maryland
PGPD CASE #:           22-0051841
BRIEF DETAILS:","**Community Advisory**

The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.

INCIDENT: Off-Campus Indecent Exposure

OCCURRED: October 25, 2022 (Tuesday)/ Approximately 1 p.m.

LOCATION: Yale Avenue at Lehigh Road, College Park, Maryland

PGPD CASE #: 22-0051841

BRIEF DETAILS:

On October 25, 2022, at approximately 1:02 p.m., the University of Maryland Police Department responded along with the Prince George’s County Police Department for an off-campus indecent exposure that had just occurred. A woman reported to police that she was walking along Yale Avenue, past Lehigh Road, when she saw a dark blue sedan with its window down. Inside the vehicle was a man who exposed himself.

The Prince George's County Police Department is investigating this incident.

Individuals with any information regarding this incident or the possible identity of the suspect are encouraged to contact the Prince George’s County Police Department (911 or 301-352-1200).

When available for release, additional information, including updated descriptions of suspect, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/

Safety Tips:

If you observe suspicious activity or behavior, contact the police immediately by calling 911 or 301-405-3333.

Stay alert and attuned to people and circumstances around you. Trust your instincts. They are a natural gift that tells you when something is wrong.

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

See Something, Say Something!

Be Smart, Be Safe!



Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333/ 911

UMD Guardian (Mobile Campus Safety App)

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

helpcenterumd.org

Counseling Center

301-314-7651

http://counseling.umd.edu/

Campus Advocates Respond and Educate to Stop Violence (CARE)

301-741-3442

http://www.health.umd.edu/care

Health Center

301-314-8180

http://www.health.umd.edu/

Office of Civil Rights and Sexual Misconduct

301-405-1142

TitleIXcoordinator@umd.edu

http://www.umd.edu/ocrsm/

UMD Alerts

https://alert.umd.edu

Sent by email via UMD Alerts to UMD Students/Faculty/Staff",2024-07-13T21:30:03.693038+00:00,indecent_exposure,off_campus
https://alert.umd.edu/alerts/dea-national-prescription-drug-take-back-day-2022,DEA National Prescription Drug Take Back Day 2022,"October 20, 2022","UPDATE: Thank you for participating in DEA's National Prescription Drug Take Back Day.
Our site collected approximately 55 pounds of unwanted, expired and/or unused prescription drugs on October 29, 2022.
To learn more about Prescription Drug Take Back Day, visit https://takebackday.dea.gov/
 
                                                                                    ###","UPDATE: Thank you for participating in DEA's National Prescription Drug Take Back Day.

Our site collected approximately 55 pounds of unwanted, expired and/or unused prescription drugs on October 29, 2022.

To learn more about Prescription Drug Take Back Day, visit https://takebackday.dea.gov/

###

On Saturday, October 29, 2022, from 10 a.m. to 2 p.m., the University of Maryland Police Department in partnership with the Drug Enforcement Administration will participate in the National Prescription Drug Take Back Day. During this event, members of the community can safely dispose of their unwanted, unused and/or expired prescription drugs at the Pocomoke Building (7965 Baltimore Avenue, College Park, MD). This service is free and anonymous. No questions asked.

Collection sites will accept tablets, capsules, patches, and other solid forms of prescription drugs. Liquids (including intravenous solutions), syringes and other sharps, and illicit drugs will not be accepted. DEA will accept vaping devices and cartridges provided lithium batteries are removed.

If you will not be in the College Park area on this day, please visit https://takebackday.dea.gov/ to find a collection site near you.

###",2024-07-13T21:30:03.693038+00:00,other,info not available
https://alert.umd.edu/alerts/umpd-press-release-10192022,UMPD Press Release 10/19/2022,"October 19, 2022","College Park, MD – The man wearing the red t-shirt in the pictures above is a suspect in an indecent exposure case that occurred on September 2, 2022, on a Shuttle-UM bus.
Anyone with information regarding the identity of the suspect is strongly encouraged to contact Det. Moser at 301-405-6249 or e-mail dmoser@umpd.umd.edu . Individuals wishing to remain anonymous may email http://www.umpd.umd.edu/contact/anonymous_tip.cfm .
For more information about this incident, click here.","College Park, MD – The man wearing the red t-shirt in the pictures above is a suspect in an indecent exposure case that occurred on September 2, 2022, on a Shuttle-UM bus.

Anyone with information regarding the identity of the suspect is strongly encouraged to contact Det. Moser at 301-405-6249 or e-mail dmoser@umpd.umd.edu . Individuals wishing to remain anonymous may email http://www.umpd.umd.edu/contact/anonymous_tip.cfm .

For more information about this incident, click here.

For questions regarding this press release, please contact the Public Information Officer, Lt. Rosanne Hoaas at 301-405-9960 or email rhoaas@umpd.umd.edu .

###",2024-07-13T21:30:03.693038+00:00,indecent_exposure,info not available
https://alert.umd.edu/alerts/umd-community-notice-10142022,UMD Community Notice 10/14/2022,"October 14, 2022","**Community Notice**
The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.
INCIDENT:                 Off-Campus Robbery with a Weapon
OCCURRED:              October 13, 2022 (Thursday)/ Approximately 11 p.m.
LOCATION:               8600 block of Baltimore Avenue, College Park, Maryland
PGPD CASE #:           22-0049638
BRIEF DETAILS:","**Community Notice**

The purpose of this e-mail is to make you aware of an incident that occurred off-campus near the University of Maryland, College Park campus. The following is a synopsis of an incident reported to the Prince George's County Police Department.

INCIDENT: Off-Campus Robbery with a Weapon

OCCURRED: October 13, 2022 (Thursday)/ Approximately 11 p.m.

LOCATION: 8600 block of Baltimore Avenue, College Park, Maryland

PGPD CASE #: 22-0049638

BRIEF DETAILS:

On October 14, 2022, at approximately 8:18 a.m., the University of Maryland Police Department was notified of an off-campus robbery with a weapon that occurred in the 8600 block of Baltimore Avenue on October 13, 2022. A man reported to the Prince George’s County Police Department that he was walking in the 8600 block of Baltimore Avenue, when he was approached by three men. One of the men pointed a handgun at the victim and the other two men took the victim’s property. The suspects then left the area. No injuries were reported by the victim.

The Prince George's County Police Department is investigating this incident.

Individuals with any information regarding this incident or the possible identity of the suspects are encouraged to contact the Prince George’s County Police Department (911 or 301-352-1200).

When available for release, additional information, including updated descriptions of suspect, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/

Safety Tips:

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

Stay alert and attuned to people and circumstances around you.

Walk in well-lit areas.

Trust your instincts. They are a natural gift that tells you when something is wrong.

If you observe suspicious activity or behavior, contact the police immediately by calling 911 or 301-405-3333.

See Something, Say Something!

Be Smart, Be Safe!



Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333/ 911

UMD Guardian (Mobile Campus Safety App)

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

helpcenterumd.org

Counseling Center

301-314-7651

http://counseling.umd.edu/

Campus Advocates Respond and Educate to Stop Violence (CARE)

301-741-3442

http://www.health.umd.edu/care

Health Center

301-314-8180

http://www.health.umd.edu/

Office of Civil Rights and Sexual Misconduct

301-405-1142

TitleIXcoordinator@umd.edu

http://www.umd.edu/ocrsm/

UMD Alerts

https://alert.umd.edu

Sent by email via UMD Alerts to UMD Students/Faculty/Staff",2024-07-13T21:30:03.693038+00:00,robbery,off_campus
https://alert.umd.edu/alerts/umd-advisory-10052022,UMD Advisory 10/05/2022,"October 05, 2022","INCIDENT:                Indecent Exposure
OCCURRED:             October 5, 2022 (Wednesday)/ Approximately 12:45 p.m.
LOCATION:              Rudy’s Café at Van Munching Hall, College Park, Maryland
UMPD CASE #:         2022-74429
BRIEF DETAILS:
On October 5, 2022, at approximately 1:39 p.m., the University of Maryland Police Department received a report of an indecent exposure that occurred today at approximately 12:45 p.m.
A woman reported to police that she was inside Rudy’s Café at Van Munching Hall when she saw a man who was watching something on his computer and exposed himself.","INCIDENT: Indecent Exposure

OCCURRED: October 5, 2022 (Wednesday)/ Approximately 12:45 p.m.

LOCATION: Rudy’s Café at Van Munching Hall, College Park, Maryland

UMPD CASE #: 2022-74429

BRIEF DETAILS:

On October 5, 2022, at approximately 1:39 p.m., the University of Maryland Police Department received a report of an indecent exposure that occurred today at approximately 12:45 p.m.

A woman reported to police that she was inside Rudy’s Café at Van Munching Hall when she saw a man who was watching something on his computer and exposed himself.

Our Criminal Investigations Unit is investigating this incident. Anyone with information regarding this incident, or the possible identity of suspect, is encouraged to contact us. Please call us at 301-405-3555 or you can email investigations@umpd.umd.edu . Individuals wishing to remain anonymous, may submit a tip at http://www.umpd.umd.edu/contact/submit_tip.cfm

When available for release, additional information, may be obtained by accessing the ""UMD Safety Notice"" portion of our web site: http://universityofmarylandpolice.com/stats/safety_notices.cfm and http://umpdnews.umd.edu/home

Safety Tips:

If you observe suspicious activity or behavior, contact the police immediately by calling 911 or 301-405-3333 or via the UMD Guardian app.

Stay alert and attuned to people and circumstances around you. Trust your instincts. They are a natural gift that tells you when something is wrong.

See Something, Say Something!

Be Smart, Be Safe!

Download the UMD Guardian app through the Google Play store or the Apple App Store. You can create a virtual safety escort or you can text a tip to UMPD.

The University of Maryland Police Department provides a walking escort service for anyone who feels unsafe when walking on or near campus. If you would like a walking escort, please call to request one at 301-405-3555. You may also use a blue light emergency phone to call for an escort.

Safety Resources:

University of Maryland Police Department

Emergency Number 301-405-3333 / 911

Prince George's County Police Department

911 from mobile phone / 301-352-1200 (non-emergency) / 911

UMD Police Walking Escort

Non-Emergency: 301-405-3555

NITE Ride

301-314-6483

http://www.transportation.umd.edu/niteride.html

Help Center (Peer Counseling & Crisis Intervention)

301-314-4357

https://helpcenterumd.org/

Counseling Center

301-314-7651

http://counseling.umd.edu/

Campus Advocates Respond and Educate to Stop Violence (CARE)

301-741-3442

http://www.health.umd.edu/care

Health Center

301-314-8180

http://www.health.umd.edu/

Office of Civil Rights and Sexual Misconduct (OCRSM)

301-405-1142

TitleIXcoordinator@umd.edu

https://ocrsm.umd.edu/

UMD Alerts

https://alert.umd.edu

Sent by email via UMD Alerts to UMD Students/Faculty/Staff

Sent by University of Maryland Police Department

University of Maryland, College Park, MD 20742",2024-07-13T21:30:03.693038+00:00,indecent_exposure,on_campus
https://alert.umd.edu/alerts/national-coffee-cop-day,National Coffee with a Cop Day,"October 03, 2022",,,2024-07-13T21:30:03.693038+00:00,other,info not available
https://alert.umd.edu/alerts/mdot-mva-bills-focused-child-safety-and-extended-renewals-among-laws-taking-effect-october-1,MDOT MVA Bills Focused on Child Safety and Extended Renewals Among Laws Taking Effect on October 1,"October 01, 2022","MDOT MVA Bills Focused on Child Safety and Extended Renewals Among Laws Taking Effect on October 1
Other measures expand Move Over Law and allow 24-hour temporary registration","MDOT MVA Bills Focused on Child Safety and Extended Renewals Among Laws Taking Effect on October 1

Other measures expand Move Over Law and allow 24-hour temporary registration

GLEN BURNIE, MD (September 29, 2022) – The Maryland Department of Transportation Motor Vehicle Administration (MDOT MVA) is alerting customers of several new bills taking effect October 1, including two – Senate Bill 176 and Senate Bill 218 – that were introduced by MDOT MVA leadership, passed by the General Assembly and signed into law earlier this year by Governor Larry Hogan.

The first measure is designed to help protect infants and toddlers in the event of a crash while also providing caregivers with clear guidance on child passenger safety. Senate Bill 176 requires a child under age 2 being transported in a motor vehicle to be secured in a rear-facing child safety seat that complies with federal regulations until the child reaches the manufacturer’s weight or height limit for the child safety seat. More information and resources can be found through MDOT MVA’s Highway Safety Office here.

The second measure, Senate Bill 218, allows MDOT MVA to issue a temporary renewal for qualified individuals for up to two years for driver’s licenses and identification (ID) cards. The bill was introduced by MDOT MVA as a result of lessons learned during COVID-19.

Prior to enactment of Senate Bill 218, MDOT MVA could only extend driver’s licenses and ID cards for 90 days, which was not sufficient under certain circumstances, for instance active-duty military members, students studying outside the state, and those who are at risk during state of emergency. Increasing the temporary renewal period gives customers more flexibility when they are unable to visit a branch office.

“MDOT MVA is not only committed to improving our customer’s experience when conducting agency business, but also to providing education to prevent motor vehicle injuries and fatalities,” said MDOT MVA Administrator Chrissy Nizer, who also serves as Governor Larry Hogan’s Highway Safety Representative. “Our team did a tremendous job turning challenges presented during the pandemic into opportunities for the agency to implement customer-oriented changes and ensuring our most vulnerable road users are receiving the utmost protection while traveling.”

Another key measure taking effect October 1 is Senate Bill 147, which expands Maryland’s Move Over Law. The revision requires drivers to move over or slow down when approaching any vehicle that is stopped or parked and displaying hazard warning lights, road flares or other caution signals. Previously, the “move over or slow down” provision applied only when approaching law enforcement vehicles, tow trucks and emergency response vehicles and equipment.

Another new law is the result of House Bill 222, and requires the driver of a vehicle traveling slower than the general speed of traffic on an interstate highway in a rural area to drive the vehicle in the right-hand lanes. The law also mandates that MDOT MVA include information about this requirement in the state’s driver education curriculum.

Several other bills taking effect October 1 have an impact on MDOT MVA’s processes. House Bill 1076 allows MDOT MVA to issue an electronic 24-hour registration to the new owner of a vehicle to allow transport of the vehicle home after purchase. House Bill 368 requires MDOT MVA to allow a 10-day grace period for a customer to return or provide paperwork for registration tags to be returned before issuing a penalty for lapse of insurance following cancellation of a vehicle’s policy.

Other bills going into effect on October 1 related to motor vehicle operations include:

HB 0157 : Vehicle Laws – Plug-In Electric Drive Vehicles – Reserved Parking Spaces prohibits anyone from stopping, standing or parking a vehicle in a parking space designated for plug-in electric drive vehicles.

prohibits anyone from stopping, standing or parking a vehicle in a parking space designated for plug-in electric drive vehicles. HB 0679 : Vehicle Laws – Licensing of Businesses and Occupations – Definition of Vehicle Salesman requires anybody who negotiates with a person to enter into a financial security or warranty agreement on behalf of a dealer to obtain a salesman license.

requires anybody who negotiates with a person to enter into a financial security or warranty agreement on behalf of a dealer to obtain a salesman license. HB 1150: Vehicle Equipment – Highway Maintenance and Service – Green Flashing Lights allows certain highway maintenance and service equipment and vehicles, while in use for snow removal or the protection of highway maintenance workers, to be equipped display green flashing lights simultaneously with yellow or amber flashing lights. The change eliminates a restriction of these types of lights that previously existed.

###

To view this press release on MDOT's webpage, visit https://zerodeathsmd.gov/news/mdot-mva-bills-focused-on-child-safety-and...",2024-07-13T21:30:03.693038+00:00,other,on_campus
